raceId,year,round,circuitId,name,date,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
385,1988,14,26,Spanish Grand Prix,02-10-88,,,,,,,,,,
386,1988,15,22,Japanese Grand Prix,30-10-88,,,,,,,,,,
387,1988,16,29,Australian Grand Prix,13-11-88,,,,,,,,,,
388,1987,1,36,Brazilian Grand Prix,12-04-87,,,,,,,,,,
389,1987,2,21,San Marino Grand Prix,03-05-87,,,,,,,,,,
390,1987,3,13,Belgian Grand Prix,17-05-87,,,,,,,,,,
391,1987,4,6,Monaco Grand Prix,31-05-87,,,,,,,,,,
392,1987,5,37,Detroit Grand Prix,21-06-87,,,,,,,,,,
393,1987,6,34,French Grand Prix,05-07-87,,,,,,,,,,
394,1987,7,9,British Grand Prix,12-07-87,,,,,,,,,,
395,1987,8,10,German Grand Prix,26-07-87,,,,,,,,,,
396,1987,9,11,Hungarian Grand Prix,09-08-87,,,,,,,,,,
397,1987,10,70,Austrian Grand Prix,16-08-87,,,,,,,,,,
398,1987,11,14,Italian Grand Prix,06-09-87,,,,,,,,,,
399,1987,12,27,Portuguese Grand Prix,20-09-87,,,,,,,,,,
400,1987,13,26,Spanish Grand Prix,27-09-87,,,,,,,,,,
401,1987,14,32,Mexican Grand Prix,18-10-87,,,,,,,,,,
402,1987,15,22,Japanese Grand Prix,01-11-87,,,,,,,,,,
403,1987,16,29,Australian Grand Prix,15-11-87,,,,,,,,,,
404,1986,1,36,Brazilian Grand Prix,23-03-86,,,,,,,,,,
405,1986,2,26,Spanish Grand Prix,13-04-86,,,,,,,,,,
406,1986,3,21,San Marino Grand Prix,27-04-86,,,,,,,,,,
407,1986,4,6,Monaco Grand Prix,11-05-86,,,,,,,,,,
408,1986,5,13,Belgian Grand Prix,25-05-86,,,,,,,,,,
409,1986,6,7,Canadian Grand Prix,15-06-86,,,,,,,,,,
410,1986,7,37,Detroit Grand Prix,22-06-86,,,,,,,,,,
411,1986,8,34,French Grand Prix,06-07-86,,,,,,,,,,
412,1986,9,38,British Grand Prix,13-07-86,,,,,,,,,,
413,1986,10,10,German Grand Prix,27-07-86,,,,,,,,,,
414,1986,11,11,Hungarian Grand Prix,10-08-86,,,,,,,,,,
415,1986,12,70,Austrian Grand Prix,17-08-86,,,,,,,,,,
416,1986,13,14,Italian Grand Prix,07-09-86,,,,,,,,,,
417,1986,14,27,Portuguese Grand Prix,21-09-86,,,,,,,,,,
418,1986,15,32,Mexican Grand Prix,12-10-86,,,,,,,,,,
419,1986,16,29,Australian Grand Prix,26-10-86,,,,,,,,,,
420,1985,1,36,Brazilian Grand Prix,07-04-85,,,,,,,,,,
421,1985,2,27,Portuguese Grand Prix,21-04-85,,,,,,,,,,
422,1985,3,21,San Marino Grand Prix,05-05-85,,,,,,,,,,
423,1985,4,6,Monaco Grand Prix,19-05-85,,,,,,,,,,
424,1985,5,7,Canadian Grand Prix,16-06-85,,,,,,,,,,
425,1985,6,37,Detroit Grand Prix,23-06-85,,,,,,,,,,
426,1985,7,34,French Grand Prix,07-07-85,,,,,,,,,,
427,1985,8,9,British Grand Prix,21-07-85,,,,,,,,,,
428,1985,9,20,German Grand Prix,04-08-85,,,,,,,,,,
429,1985,10,70,Austrian Grand Prix,18-08-85,,,,,,,,,,
430,1985,11,39,Dutch Grand Prix,25-08-85,,,,,,,,,,
431,1985,12,14,Italian Grand Prix,08-09-85,,,,,,,,,,
432,1985,13,13,Belgian Grand Prix,15-09-85,,,,,,,,,,
433,1985,14,38,European Grand Prix,06-10-85,,,,,,,,,,
434,1985,15,30,South African Grand Prix,19-10-85,,,,,,,,,,
435,1985,16,29,Australian Grand Prix,03-11-85,,,,,,,,,,
436,1984,1,36,Brazilian Grand Prix,25-03-84,,,,,,,,,,
437,1984,2,30,South African Grand Prix,07-04-84,,,,,,,,,,
438,1984,3,40,Belgian Grand Prix,29-04-84,,,,,,,,,,
439,1984,4,21,San Marino Grand Prix,06-05-84,,,,,,,,,,
440,1984,5,41,French Grand Prix,20-05-84,,,,,,,,,,
441,1984,6,6,Monaco Grand Prix,03-06-84,,,,,,,,,,
442,1984,7,7,Canadian Grand Prix,17-06-84,,,,,,,,,,
443,1984,8,37,Detroit Grand Prix,24-06-84,,,,,,,,,,
444,1984,9,42,Dallas Grand Prix,08-07-84,,,,,,,,,,
445,1984,10,38,British Grand Prix,22-07-84,,,,,,,,,,
446,1984,11,10,German Grand Prix,05-08-84,,,,,,,,,,
447,1984,12,70,Austrian Grand Prix,19-08-84,,,,,,,,,,
448,1984,13,39,Dutch Grand Prix,26-08-84,,,,,,,,,,
449,1984,14,14,Italian Grand Prix,09-09-84,,,,,,,,,,
450,1984,15,20,European Grand Prix,07-10-84,,,,,,,,,,
451,1984,16,27,Portuguese Grand Prix,21-10-84,,,,,,,,,,
452,1983,1,36,Brazilian Grand Prix,13-03-83,,,,,,,,,,
453,1983,2,43,United States Grand Prix West,27-03-83,,,,,,,,,,
454,1983,3,34,French Grand Prix,17-04-83,,,,,,,,,,
455,1983,4,21,San Marino Grand Prix,01-05-83,,,,,,,,,,
456,1983,5,6,Monaco Grand Prix,15-05-83,,,,,,,,,,
457,1983,6,13,Belgian Grand Prix,22-05-83,,,,,,,,,,
458,1983,7,37,Detroit Grand Prix,05-06-83,,,,,,,,,,
459,1983,8,7,Canadian Grand Prix,12-06-83,,,,,,,,,,
460,1983,9,9,British Grand Prix,16-07-83,,,,,,,,,,
461,1983,10,10,German Grand Prix,07-08-83,,,,,,,,,,
462,1983,11,70,Austrian Grand Prix,14-08-83,,,,,,,,,,
463,1983,12,39,Dutch Grand Prix,28-08-83,,,,,,,,,,
464,1983,13,14,Italian Grand Prix,11-09-83,,,,,,,,,,
465,1983,14,38,European Grand Prix,25-09-83,,,,,,,,,,
466,1983,15,30,South African Grand Prix,15-10-83,,,,,,,,,,
467,1982,1,30,South African Grand Prix,23-01-82,,,,,,,,,,
468,1982,2,36,Brazilian Grand Prix,21-03-82,,,,,,,,,,
469,1982,3,43,United States Grand Prix West,04-04-82,,,,,,,,,,
470,1982,4,21,San Marino Grand Prix,25-04-82,,,,,,,,,,
471,1982,5,40,Belgian Grand Prix,09-05-82,,,,,,,,,,
472,1982,6,6,Monaco Grand Prix,23-05-82,,,,,,,,,,
473,1982,7,37,Detroit Grand Prix,06-06-82,,,,,,,,,,
474,1982,8,7,Canadian Grand Prix,13-06-82,,,,,,,,,,
475,1982,9,39,Dutch Grand Prix,03-07-82,,,,,,,,,,
476,1982,10,38,British Grand Prix,18-07-82,,,,,,,,,,
477,1982,11,34,French Grand Prix,25-07-82,,,,,,,,,,
478,1982,12,10,German Grand Prix,08-08-82,,,,,,,,,,
479,1982,13,70,Austrian Grand Prix,15-08-82,,,,,,,,,,
480,1982,14,41,Swiss Grand Prix,29-08-82,,,,,,,,,,
481,1982,15,14,Italian Grand Prix,12-09-82,,,,,,,,,,
482,1982,16,44,Caesars Palace Grand Prix,25-09-82,,,,,,,,,,
483,1981,1,43,United States Grand Prix West,15-03-81,,,,,,,,,,
484,1981,2,36,Brazilian Grand Prix,29-03-81,,,,,,,,,,
485,1981,3,25,Argentine Grand Prix,12-04-81,,,,,,,,,,
486,1981,4,21,San Marino Grand Prix,03-05-81,,,,,,,,,,
487,1981,5,40,Belgian Grand Prix,17-05-81,,,,,,,,,,
488,1981,6,6,Monaco Grand Prix,31-05-81,,,,,,,,,,
489,1981,7,45,Spanish Grand Prix,21-06-81,,,,,,,,,,
490,1981,8,41,French Grand Prix,05-07-81,,,,,,,,,,
491,1981,9,9,British Grand Prix,18-07-81,,,,,,,,,,
492,1981,10,10,German Grand Prix,02-08-81,,,,,,,,,,
493,1981,11,70,Austrian Grand Prix,16-08-81,,,,,,,,,,
494,1981,12,39,Dutch Grand Prix,30-08-81,,,,,,,,,,
495,1981,13,14,Italian Grand Prix,13-09-81,,,,,,,,,,
496,1981,14,7,Canadian Grand Prix,27-09-81,,,,,,,,,,
497,1981,15,44,Caesars Palace Grand Prix,17-10-81,,,,,,,,,,
498,1980,1,25,Argentine Grand Prix,13-01-80,,,,,,,,,,
499,1980,2,18,Brazilian Grand Prix,27-01-80,,,,,,,,,,
500,1980,3,30,South African Grand Prix,01-03-80,,,,,,,,,,
501,1980,4,43,United States Grand Prix West,30-03-80,,,,,,,,,,
502,1980,5,40,Belgian Grand Prix,04-05-80,,,,,,,,,,
503,1980,6,6,Monaco Grand Prix,18-05-80,,,,,,,,,,
504,1980,7,34,French Grand Prix,29-06-80,,,,,,,,,,
505,1980,8,38,British Grand Prix,13-07-80,,,,,,,,,,
506,1980,9,10,German Grand Prix,10-08-80,,,,,,,,,,
507,1980,10,70,Austrian Grand Prix,17-08-80,,,,,,,,,,
508,1980,11,39,Dutch Grand Prix,31-08-80,,,,,,,,,,
509,1980,12,21,Italian Grand Prix,14-09-80,,,,,,,,,,
510,1980,13,7,Canadian Grand Prix,28-09-80,,,,,,,,,,
511,1980,14,46,United States Grand Prix,05-10-80,,,,,,,,,,
512,1979,1,25,Argentine Grand Prix,21-01-79,,,,,,,,,,
513,1979,2,18,Brazilian Grand Prix,04-02-79,,,,,,,,,,
514,1979,3,30,South African Grand Prix,03-03-79,,,,,,,,,,
515,1979,4,43,United States Grand Prix West,08-04-79,,,,,,,,,,
516,1979,5,45,Spanish Grand Prix,29-04-79,,,,,,,,,,
517,1979,6,40,Belgian Grand Prix,13-05-79,,,,,,,,,,
518,1979,7,6,Monaco Grand Prix,27-05-79,,,,,,,,,,
519,1979,8,41,French Grand Prix,01-07-79,,,,,,,,,,
520,1979,9,9,British Grand Prix,14-07-79,,,,,,,,,,
521,1979,10,10,German Grand Prix,29-07-79,,,,,,,,,,
522,1979,11,70,Austrian Grand Prix,12-08-79,,,,,,,,,,
523,1979,12,39,Dutch Grand Prix,26-08-79,,,,,,,,,,
524,1979,13,14,Italian Grand Prix,09-09-79,,,,,,,,,,
525,1979,14,7,Canadian Grand Prix,30-09-79,,,,,,,,,,
526,1979,15,46,United States Grand Prix,07-10-79,,,,,,,,,,
527,1978,1,25,Argentine Grand Prix,15-01-78,,,,,,,,,,
528,1978,2,36,Brazilian Grand Prix,29-01-78,,,,,,,,,,
529,1978,3,30,South African Grand Prix,04-03-78,,,,,,,,,,
530,1978,4,43,United States Grand Prix West,02-04-78,,,,,,,,,,
531,1978,5,6,Monaco Grand Prix,07-05-78,,,,,,,,,,
532,1978,6,40,Belgian Grand Prix,21-05-78,,,,,,,,,,
533,1978,7,45,Spanish Grand Prix,04-06-78,,,,,,,,,,
534,1978,8,47,Swedish Grand Prix,17-06-78,,,,,,,,,,
535,1978,9,34,French Grand Prix,02-07-78,,,,,,,,,,
536,1978,10,38,British Grand Prix,16-07-78,,,,,,,,,,
537,1978,11,10,German Grand Prix,30-07-78,,,,,,,,,,
538,1978,12,70,Austrian Grand Prix,13-08-78,,,,,,,,,,
539,1978,13,39,Dutch Grand Prix,27-08-78,,,,,,,,,,
540,1978,14,14,Italian Grand Prix,10-09-78,,,,,,,,,,
541,1978,15,46,United States Grand Prix,01-10-78,,,,,,,,,,
542,1978,16,7,Canadian Grand Prix,08-10-78,,,,,,,,,,
543,1977,1,25,Argentine Grand Prix,09-01-77,,,,,,,,,,
544,1977,2,18,Brazilian Grand Prix,23-01-77,,,,,,,,,,
545,1977,3,30,South African Grand Prix,05-03-77,,,,,,,,,,
546,1977,4,43,United States Grand Prix West,03-04-77,,,,,,,,,,
547,1977,5,45,Spanish Grand Prix,08-05-77,,,,,,,,,,
548,1977,6,6,Monaco Grand Prix,22-05-77,,,,,,,,,,
549,1977,7,40,Belgian Grand Prix,05-06-77,,,,,,,,,,
550,1977,8,47,Swedish Grand Prix,19-06-77,,,,,,,,,,
551,1977,9,41,French Grand Prix,03-07-77,,,,,,,,,,
552,1977,10,9,British Grand Prix,16-07-77,,,,,,,,,,
553,1977,11,10,German Grand Prix,31-07-77,,,,,,,,,,
554,1977,12,70,Austrian Grand Prix,14-08-77,,,,,,,,,,
555,1977,13,39,Dutch Grand Prix,28-08-77,,,,,,,,,,
556,1977,14,14,Italian Grand Prix,11-09-77,,,,,,,,,,
557,1977,15,46,United States Grand Prix,02-10-77,,,,,,,,,,
558,1977,16,48,Canadian Grand Prix,09-10-77,,,,,,,,,,
559,1977,17,16,Japanese Grand Prix,23-10-77,,,,,,,,,,
560,1976,1,18,Brazilian Grand Prix,25-01-76,,,,,,,,,,
561,1976,2,30,South African Grand Prix,06-03-76,,,,,,,,,,
562,1976,3,43,United States Grand Prix West,28-03-76,,,,,,,,,,
563,1976,4,45,Spanish Grand Prix,02-05-76,,,,,,,,,,
564,1976,5,40,Belgian Grand Prix,16-05-76,,,,,,,,,,
565,1976,6,6,Monaco Grand Prix,30-05-76,,,,,,,,,,
566,1976,7,47,Swedish Grand Prix,13-06-76,,,,,,,,,,
567,1976,8,34,French Grand Prix,04-07-76,,,,,,,,,,
568,1976,9,38,British Grand Prix,18-07-76,,,,,,,,,,
569,1976,10,20,German Grand Prix,01-08-76,,,,,,,,,,
570,1976,11,70,Austrian Grand Prix,15-08-76,,,,,,,,,,
571,1976,12,39,Dutch Grand Prix,29-08-76,,,,,,,,,,
572,1976,13,14,Italian Grand Prix,12-09-76,,,,,,,,,,
573,1976,14,48,Canadian Grand Prix,03-10-76,,,,,,,,,,
574,1976,15,46,United States Grand Prix,10-10-76,,,,,,,,,,
575,1976,16,16,Japanese Grand Prix,24-10-76,,,,,,,,,,
576,1975,1,25,Argentine Grand Prix,12-01-75,,,,,,,,,,
577,1975,2,18,Brazilian Grand Prix,26-01-75,,,,,,,,,,
578,1975,3,30,South African Grand Prix,01-03-75,,,,,,,,,,
579,1975,4,49,Spanish Grand Prix,27-04-75,,,,,,,,,,
580,1975,5,6,Monaco Grand Prix,11-05-75,,,,,,,,,,
581,1975,6,40,Belgian Grand Prix,25-05-75,,,,,,,,,,
582,1975,7,47,Swedish Grand Prix,08-06-75,,,,,,,,,,
583,1975,8,39,Dutch Grand Prix,22-06-75,,,,,,,,,,
584,1975,9,34,French Grand Prix,06-07-75,,,,,,,,,,
585,1975,10,9,British Grand Prix,19-07-75,,,,,,,,,,
586,1975,11,20,German Grand Prix,03-08-75,,,,,,,,,,
587,1975,12,70,Austrian Grand Prix,17-08-75,,,,,,,,,,
588,1975,13,14,Italian Grand Prix,07-09-75,,,,,,,,,,
589,1975,14,46,United States Grand Prix,05-10-75,,,,,,,,,,
590,1974,1,25,Argentine Grand Prix,13-01-74,,,,,,,,,,
591,1974,2,18,Brazilian Grand Prix,27-01-74,,,,,,,,,,
592,1974,3,30,South African Grand Prix,30-03-74,,,,,,,,,,
593,1974,4,45,Spanish Grand Prix,28-04-74,,,,,,,,,,
594,1974,5,50,Belgian Grand Prix,12-05-74,,,,,,,,,,
595,1974,6,6,Monaco Grand Prix,26-05-74,,,,,,,,,,
596,1974,7,47,Swedish Grand Prix,09-06-74,,,,,,,,,,
597,1974,8,39,Dutch Grand Prix,23-06-74,,,,,,,,,,
598,1974,9,41,French Grand Prix,07-07-74,,,,,,,,,,
599,1974,10,38,British Grand Prix,20-07-74,,,,,,,,,,
600,1974,11,20,German Grand Prix,04-08-74,,,,,,,,,,
601,1974,12,70,Austrian Grand Prix,18-08-74,,,,,,,,,,
602,1974,13,14,Italian Grand Prix,08-09-74,,,,,,,,,,
603,1974,14,48,Canadian Grand Prix,22-09-74,,,,,,,,,,
604,1974,15,46,United States Grand Prix,06-10-74,,,,,,,,,,
605,1973,1,25,Argentine Grand Prix,28-01-73,,,,,,,,,,
606,1973,2,18,Brazilian Grand Prix,11-02-73,,,,,,,,,,
607,1973,3,30,South African Grand Prix,03-03-73,,,,,,,,,,
608,1973,4,49,Spanish Grand Prix,29-04-73,,,,,,,,,,
609,1973,5,40,Belgian Grand Prix,20-05-73,,,,,,,,,,
610,1973,6,6,Monaco Grand Prix,03-06-73,,,,,,,,,,
611,1973,7,47,Swedish Grand Prix,17-06-73,,,,,,,,,,
612,1973,8,34,French Grand Prix,01-07-73,,,,,,,,,,
613,1973,9,9,British Grand Prix,14-07-73,,,,,,,,,,
614,1973,10,39,Dutch Grand Prix,29-07-73,,,,,,,,,,
615,1973,11,20,German Grand Prix,05-08-73,,,,,,,,,,
616,1973,12,70,Austrian Grand Prix,19-08-73,,,,,,,,,,
617,1973,13,14,Italian Grand Prix,09-09-73,,,,,,,,,,
618,1973,14,48,Canadian Grand Prix,23-09-73,,,,,,,,,,
619,1973,15,46,United States Grand Prix,07-10-73,,,,,,,,,,
620,1972,1,25,Argentine Grand Prix,23-01-72,,,,,,,,,,
621,1972,2,30,South African Grand Prix,04-03-72,,,,,,,,,,
622,1972,3,45,Spanish Grand Prix,01-05-72,,,,,,,,,,
623,1972,4,6,Monaco Grand Prix,14-05-72,,,,,,,,,,
624,1972,5,50,Belgian Grand Prix,04-06-72,,,,,,,,,,
625,1972,6,51,French Grand Prix,02-07-72,,,,,,,,,,
626,1972,7,38,British Grand Prix,15-07-72,,,,,,,,,,
627,1972,8,20,German Grand Prix,30-07-72,,,,,,,,,,
628,1972,9,70,Austrian Grand Prix,13-08-72,,,,,,,,,,
629,1972,10,14,Italian Grand Prix,10-09-72,,,,,,,,,,
630,1972,11,48,Canadian Grand Prix,24-09-72,,,,,,,,,,
631,1972,12,46,United States Grand Prix,08-10-72,,,,,,,,,,
632,1971,1,30,South African Grand Prix,06-03-71,,,,,,,,,,
633,1971,2,49,Spanish Grand Prix,18-04-71,,,,,,,,,,
634,1971,3,6,Monaco Grand Prix,23-05-71,,,,,,,,,,
635,1971,4,39,Dutch Grand Prix,20-06-71,,,,,,,,,,
636,1971,5,34,French Grand Prix,04-07-71,,,,,,,,,,
637,1971,6,9,British Grand Prix,17-07-71,,,,,,,,,,
638,1971,7,20,German Grand Prix,01-08-71,,,,,,,,,,
639,1971,8,70,Austrian Grand Prix,15-08-71,,,,,,,,,,
640,1971,9,14,Italian Grand Prix,05-09-71,,,,,,,,,,
641,1971,10,48,Canadian Grand Prix,19-09-71,,,,,,,,,,
642,1971,11,46,United States Grand Prix,03-10-71,,,,,,,,,,
643,1970,1,30,South African Grand Prix,07-03-70,,,,,,,,,,
644,1970,2,45,Spanish Grand Prix,19-04-70,,,,,,,,,,
645,1970,3,6,Monaco Grand Prix,10-05-70,,,,,,,,,,
646,1970,4,13,Belgian Grand Prix,07-06-70,,,,,,,,,,
647,1970,5,39,Dutch Grand Prix,21-06-70,,,,,,,,,,
648,1970,6,51,French Grand Prix,05-07-70,,,,,,,,,,
649,1970,7,38,British Grand Prix,18-07-70,,,,,,,,,,
650,1970,8,10,German Grand Prix,02-08-70,,,,,,,,,,
651,1970,9,70,Austrian Grand Prix,16-08-70,,,,,,,,,,
652,1970,10,14,Italian Grand Prix,06-09-70,,,,,,,,,,
653,1970,11,52,Canadian Grand Prix,20-09-70,,,,,,,,,,
654,1970,12,46,United States Grand Prix,04-10-70,,,,,,,,,,
655,1970,13,32,Mexican Grand Prix,25-10-70,,,,,,,,,,
656,1969,1,30,South African Grand Prix,01-03-69,,,,,,,,,,
657,1969,2,49,Spanish Grand Prix,04-05-69,,,,,,,,,,
658,1969,3,6,Monaco Grand Prix,18-05-69,,,,,,,,,,
659,1969,4,39,Dutch Grand Prix,21-06-69,,,,,,,,,,
660,1969,5,51,French Grand Prix,06-07-69,,,,,,,,,,
661,1969,6,9,British Grand Prix,19-07-69,,,,,,,,,,
662,1969,7,20,German Grand Prix,03-08-69,,,,,,,,,,
663,1969,8,14,Italian Grand Prix,07-09-69,,,,,,,,,,
664,1969,9,48,Canadian Grand Prix,20-09-69,,,,,,,,,,
665,1969,10,46,United States Grand Prix,05-10-69,,,,,,,,,,
666,1969,11,32,Mexican Grand Prix,19-10-69,,,,,,,,,,
667,1968,1,30,South African Grand Prix,01-01-68,,,,,,,,,,
668,1968,2,45,Spanish Grand Prix,12-05-68,,,,,,,,,,
669,1968,3,6,Monaco Grand Prix,26-05-68,,,,,,,,,,
670,1968,4,13,Belgian Grand Prix,09-06-68,,,,,,,,,,
671,1968,5,39,Dutch Grand Prix,23-06-68,,,,,,,,,,
672,1968,6,53,French Grand Prix,07-07-68,,,,,,,,,,
673,1968,7,38,British Grand Prix,20-07-68,,,,,,,,,,
674,1968,8,20,German Grand Prix,04-08-68,,,,,,,,,,
675,1968,9,14,Italian Grand Prix,08-09-68,,,,,,,,,,
676,1968,10,52,Canadian Grand Prix,22-09-68,,,,,,,,,,
677,1968,11,46,United States Grand Prix,06-10-68,,,,,,,,,,
678,1968,12,32,Mexican Grand Prix,03-11-68,,,,,,,,,,
679,1967,1,30,South African Grand Prix,02-01-67,,,,,,,,,,
680,1967,2,6,Monaco Grand Prix,07-05-67,,,,,,,,,,
681,1967,3,39,Dutch Grand Prix,04-06-67,,,,,,,,,,
682,1967,4,13,Belgian Grand Prix,18-06-67,,,,,,,,,,
683,1967,5,54,French Grand Prix,02-07-67,,,,,,,,,,
684,1967,6,9,British Grand Prix,15-07-67,,,,,,,,,,
685,1967,7,20,German Grand Prix,06-08-67,,,,,,,,,,
686,1967,8,48,Canadian Grand Prix,27-08-67,,,,,,,,,,
687,1967,9,14,Italian Grand Prix,10-09-67,,,,,,,,,,
688,1967,10,46,United States Grand Prix,01-10-67,,,,,,,,,,
689,1967,11,32,Mexican Grand Prix,22-10-67,,,,,,,,,,
690,1966,1,6,Monaco Grand Prix,22-05-66,,,,,,,,,,
691,1966,2,13,Belgian Grand Prix,12-06-66,,,,,,,,,,
692,1966,3,55,French Grand Prix,03-07-66,,,,,,,,,,
693,1966,4,38,British Grand Prix,16-07-66,,,,,,,,,,
694,1966,5,39,Dutch Grand Prix,24-07-66,,,,,,,,,,
695,1966,6,20,German Grand Prix,07-08-66,,,,,,,,,,
696,1966,7,14,Italian Grand Prix,04-09-66,,,,,,,,,,
697,1966,8,46,United States Grand Prix,02-10-66,,,,,,,,,,
698,1966,9,32,Mexican Grand Prix,23-10-66,,,,,,,,,,
699,1965,1,56,South African Grand Prix,01-01-65,,,,,,,,,,
700,1965,2,6,Monaco Grand Prix,30-05-65,,,,,,,,,,
701,1965,3,13,Belgian Grand Prix,13-06-65,,,,,,,,,,
702,1965,4,51,French Grand Prix,27-06-65,,,,,,,,,,
703,1965,5,9,British Grand Prix,10-07-65,,,,,,,,,,
704,1965,6,39,Dutch Grand Prix,18-07-65,,,,,,,,,,
705,1965,7,20,German Grand Prix,01-08-65,,,,,,,,,,
706,1965,8,14,Italian Grand Prix,12-09-65,,,,,,,,,,
707,1965,9,46,United States Grand Prix,03-10-65,,,,,,,,,,
708,1965,10,32,Mexican Grand Prix,24-10-65,,,,,,,,,,
709,1964,1,6,Monaco Grand Prix,10-05-64,,,,,,,,,,
710,1964,2,39,Dutch Grand Prix,24-05-64,,,,,,,,,,
711,1964,3,13,Belgian Grand Prix,14-06-64,,,,,,,,,,
712,1964,4,53,French Grand Prix,28-06-64,,,,,,,,,,
713,1964,5,38,British Grand Prix,11-07-64,,,,,,,,,,
714,1964,6,20,German Grand Prix,02-08-64,,,,,,,,,,
715,1964,7,57,Austrian Grand Prix,23-08-64,,,,,,,,,,
716,1964,8,14,Italian Grand Prix,06-09-64,,,,,,,,,,
717,1964,9,46,United States Grand Prix,04-10-64,,,,,,,,,,
718,1964,10,32,Mexican Grand Prix,25-10-64,,,,,,,,,,
719,1963,1,6,Monaco Grand Prix,26-05-63,,,,,,,,,,
720,1963,2,13,Belgian Grand Prix,09-06-63,,,,,,,,,,
721,1963,3,39,Dutch Grand Prix,23-06-63,,,,,,,,,,
722,1963,4,55,French Grand Prix,30-06-63,,,,,,,,,,
723,1963,5,9,British Grand Prix,20-07-63,,,,,,,,,,
724,1963,6,20,German Grand Prix,04-08-63,,,,,,,,,,
725,1963,7,14,Italian Grand Prix,08-09-63,,,,,,,,,,
726,1963,8,46,United States Grand Prix,06-10-63,,,,,,,,,,
727,1963,9,32,Mexican Grand Prix,27-10-63,,,,,,,,,,
728,1963,10,56,South African Grand Prix,28-12-63,,,,,,,,,,
729,1962,1,39,Dutch Grand Prix,20-05-62,,,,,,,,,,
730,1962,2,6,Monaco Grand Prix,03-06-62,,,,,,,,,,
731,1962,3,13,Belgian Grand Prix,17-06-62,,,,,,,,,,
732,1962,4,53,French Grand Prix,08-07-62,,,,,,,,,,
733,1962,5,58,British Grand Prix,21-07-62,,,,,,,,,,
734,1962,6,20,German Grand Prix,05-08-62,,,,,,,,,,
735,1962,7,14,Italian Grand Prix,16-09-62,,,,,,,,,,
736,1962,8,46,United States Grand Prix,07-10-62,,,,,,,,,,
737,1962,9,56,South African Grand Prix,29-12-62,,,,,,,,,,
738,1961,1,6,Monaco Grand Prix,14-05-61,,,,,,,,,,
739,1961,2,39,Dutch Grand Prix,22-05-61,,,,,,,,,,
740,1961,3,13,Belgian Grand Prix,18-06-61,,,,,,,,,,
741,1961,4,55,French Grand Prix,02-07-61,,,,,,,,,,
742,1961,5,58,British Grand Prix,15-07-61,,,,,,,,,,
743,1961,6,20,German Grand Prix,06-08-61,,,,,,,,,,
744,1961,7,14,Italian Grand Prix,10-09-61,,,,,,,,,,
745,1961,8,46,United States Grand Prix,08-10-61,,,,,,,,,,
746,1960,1,25,Argentine Grand Prix,07-02-60,,,,,,,,,,
747,1960,2,6,Monaco Grand Prix,29-05-60,,,,,,,,,,
748,1960,3,19,Indianapolis 500,30-05-60,,,,,,,,,,
749,1960,4,39,Dutch Grand Prix,06-06-60,,,,,,,,,,
750,1960,5,13,Belgian Grand Prix,19-06-60,,,,,,,,,,
751,1960,6,55,French Grand Prix,03-07-60,,,,,,,,,,
752,1960,7,9,British Grand Prix,16-07-60,,,,,,,,,,
753,1960,8,59,Portuguese Grand Prix,14-08-60,,,,,,,,,,
754,1960,9,14,Italian Grand Prix,04-09-60,,,,,,,,,,
755,1960,10,60,United States Grand Prix,20-11-60,,,,,,,,,,
756,1959,1,6,Monaco Grand Prix,10-05-59,,,,,,,,,,
757,1959,2,19,Indianapolis 500,30-05-59,,,,,,,,,,
758,1959,3,39,Dutch Grand Prix,31-05-59,,,,,,,,,,
759,1959,4,55,French Grand Prix,05-07-59,,,,,,,,,,
760,1959,5,58,British Grand Prix,18-07-59,,,,,,,,,,
761,1959,6,61,German Grand Prix,02-08-59,,,,,,,,,,
762,1959,7,62,Portuguese Grand Prix,23-08-59,,,,,,,,,,
763,1959,8,14,Italian Grand Prix,13-09-59,,,,,,,,,,
764,1959,9,63,United States Grand Prix,12-12-59,,,,,,,,,,
765,1958,1,25,Argentine Grand Prix,19-01-58,,,,,,,,,,
766,1958,2,6,Monaco Grand Prix,18-05-58,,,,,,,,,,
767,1958,3,39,Dutch Grand Prix,26-05-58,,,,,,,,,,
768,1958,4,19,Indianapolis 500,30-05-58,,,,,,,,,,
769,1958,5,13,Belgian Grand Prix,15-06-58,,,,,,,,,,
770,1958,6,55,French Grand Prix,06-07-58,,,,,,,,,,
771,1958,7,9,British Grand Prix,19-07-58,,,,,,,,,,
772,1958,8,20,German Grand Prix,03-08-58,,,,,,,,,,
773,1958,9,59,Portuguese Grand Prix,24-08-58,,,,,,,,,,
774,1958,10,14,Italian Grand Prix,07-09-58,,,,,,,,,,
775,1958,11,64,Moroccan Grand Prix,19-10-58,,,,,,,,,,
776,1957,1,25,Argentine Grand Prix,13-01-57,,,,,,,,,,
777,1957,2,6,Monaco Grand Prix,19-05-57,,,,,,,,,,
778,1957,3,19,Indianapolis 500,30-05-57,,,,,,,,,,
779,1957,4,53,French Grand Prix,07-07-57,,,,,,,,,,
780,1957,5,58,British Grand Prix,20-07-57,,,,,,,,,,
781,1957,6,20,German Grand Prix,04-08-57,,,,,,,,,,
